File	Left Context	Hit	Right Context
10551_tagged.txt	in_II NEWYORK_NP1 city_NN1 ._. And_CC i_ZZ1 '	m_VBM going_VVGK to_TO meet_VVI 	my_APPGE 
10551_tagged.txt	VM always_RR study_VVI english and_CC i_ZZ1 '	m_VBM going_VVGK to_TO try_VVI 	use_NN1 
10572_tagged.txt	When_CS i_ZZ1 come_VV0 back_RP i_MC1 '	m_VBM going_VVGK to_TO pack_VVI 	my_APPGE 
10572_tagged.txt	to_II the_AT beach_NN1 and_CC i_ZZ1 '	m_VBM going_VVGK to_TO attend_VVI 	many_DA2 
10572_tagged.txt	to_II Pittsburgh_NP1 and_CC hopefully_RR i_MC1 '	m_VBM going_VVGK to_TO attend_VVI 	classes_NN2 
10600_tagged.txt	plans_NN2 ._. First_MD of_IO all_DB I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	a_AT1 
10600_tagged.txt	the_AT Toronto_NP1 Cannada_NP1 ._. Second_NNT1 I_PPIS1 '	m_VBM going_VVGK to_TO find_VVI 	out_RP 
10600_tagged.txt	a_AT1 great_JJ homestay_NN1 ._. Now_RT I_PPIS1 '	m_VBM going_VVGK to_TO call_VVI 	my_APPGE 
10600_tagged.txt	call_VVI my_APPGE friend_NN1 ._. Finally_RR I_PPIS1 '	m_VBM going_VVGK to_TO look_VVI 	for_IF 
10686_tagged.txt	APPGE parents_NN2 '_GE in_II China_NP1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO discribe_VVI 	their_APPGE 
10823_tagged.txt	I_PPIS1 finish_VV0 this_DD1 exercise_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
10908_tagged.txt	I_PPIS1 save_VV0 enough_DD money_NN1 i_ZZ1 '	m_VBM going_VVGK to_TO buy_VVI 	a_AT1 
10910_tagged.txt	i_MC1 '	m_VBM going_VVGK to_TO buy_VVI 	a_AT1 
10912_tagged.txt	I_PPIS1 finish_VV0 this_DD1 exercise_NN1 i_ZZ1 '	m_VBM going_VVGK to_TO shower_VVI ._. 	When_CS 
10912_tagged.txt	I_PPIS1 finish_VV0 this_DD1 exercise_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO meet_VVI 	my_APPGE 
11461_tagged.txt	straighten_VVI up_RP my_APPGE apartment_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO clean_VVI 	it_PPH1 
11483_tagged.txt	straighten_VVI up_RP my_APPGE house_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO keep_VVI 	on_RP 
11877_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
11929_tagged.txt	Hi_UH Mike_NP1 I_PPIS1 '	m_VBM going_VVGK to_TO see_VVI 	my_APPGE 
12283_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
12367_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO describe_VVI 	a_AT1 
12697_tagged.txt	If_CS I_PPIS1 '	m_VBM going_VVGK to_TO start_VVI 	a_AT1 
12869_tagged.txt	situation_NN1 ._. To_II that_DD1 end_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO borrow_VVI 	the_AT 
13004_tagged.txt	English_NN1 for_IF now_RT then_RT I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	Computer_NN1 
13126_tagged.txt	is_VBZ to_TO learn_VVI English_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO meet_VVI 	my_APPGE 
13318_tagged.txt	After_CS is_VBZ semester_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO tack_VVI 	TOEFL_NN1 
13318_tagged.txt	try_VVI one_MC1 more_DAR time_NNT1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO prepare_VVI 	to_TO 
13321_tagged.txt	one_MC1 and_CC two_MC because_CS I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	USMLE_NP1 
13321_tagged.txt	have_VHI much_DA1 time_NNT1 ._. Third_MD I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
13330_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO travel_VVI 	New_NP1 
13330_tagged.txt	New_NP1 York_NP1 city_NN1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO ask_VVI 	her_PPHO1 ._. 
13330_tagged.txt	me_PPIO1 ?_? Before_CS I_PPIS1 travel_VV0 I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	about_II 
13829_tagged.txt	Today_RT I_PPIS1 '	m_VBM going_VVGK to_TO share_VVI 	with_IW 
14459_tagged.txt	in_II E._NP1 L._NP1 I_ZZ1% I_PPIS1 '	m_VBM going_VVGK to_TO apply_VVI 	to_II 
14464_tagged.txt	VVI after_II 3_MC years_NNT2 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	get_VV0 
14545_tagged.txt	have_VH0 come_VVN here_RL ._. First_MD I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	CCAC_NP1 
14552_tagged.txt	a_AT1 grass_NN1 of_IO Martini_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO eat_VVI 	it_PPH1 ._. 
14677_tagged.txt	some_DD different_JJ culture_NN1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	about_II 
14903_tagged.txt	for_IF e._ZZ1 g._NNU if_CS i_ZZ1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
14918_tagged.txt	when_RRQ my_APPGE lunch_NN1 time_NNT1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO keep_VVI 	on_RP 
14981_tagged.txt	it_PPH1 really_RR hard_JJ but_CCB I_PPIS1 '	m_VBM going_VVGK to_TO keep_VVI 	up_RP 
14981_tagged.txt	a_AT1 new_JJ book_NN1 which_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	together_RL 
15232_tagged.txt	Today_RT is_VBZ Sunday_NPD1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO cook_VVI 	pancakes_NN2 
15234_tagged.txt	times_NNT2 for_REX21 example_REX22 if_CS I_PPIS1 '	m_VBM going_VVGK to_TO visit_VVI 	my_APPGE 
15383_tagged.txt	Today_RT is_VBZ Sunday_NPD1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO cook_VVI 	pancakes_NN2 
15857_tagged.txt	her_APPGE first_MD baby_NN1 so_CS@ I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	with_IW 
15861_tagged.txt	Next_MD semester_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO complete_VVI 	my_APPGE 
15882_tagged.txt	to_II my_APPGE country_NN1 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO get_VVI 	married_JJ ._. 
15893_tagged.txt	in_II the_AT near_JJ@ future_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
15898_tagged.txt	live_JJ ._. First_MD of_IO all_DB I_PPIS1 '	m_VBM going_VVGK to_TO end_VVI 	all_DB 
15899_tagged.txt	completely_RR definite_JJ ._. In_II January_NPM1 I_PPIS1 '	m_VBM going_VVGK to_TO start_VVI 	a_AT1 
16129_tagged.txt	not_XX simple_JJ thing_NN1 ._. Now_RT I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
16143_tagged.txt	see_VVI my_APPGE friends_NN2 ._. Also_RR I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
16190_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO write_VVI 	some_DD 
16388_tagged.txt	Korea_NP1 and_CC Japan_NP1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	Korea_NP1 
16567_tagged.txt	Korea_NP1 and_CC Japan_NP1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	Korea_NP1 
18526_tagged.txt	Pressures_NN2 essay_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
18526_tagged.txt	and_CC all_DB the_AT experience_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO gett_VVI 	during_II 
18602_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO continue_VVI 	studying_VVG 
18635_tagged.txt	1_MC1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO continue_VVI 	studying_VVG 
18903_tagged.txt	city_NN1 and_CC suburban_JJ city_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	two_MC 
19124_tagged.txt	not_XX interested_JJ in_II it_PPH1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO hang_VVI 	the_AT 
19527_tagged.txt	I_PPIS1 reach_VV0 the_AT city_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	a_AT1 
19821_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19837_tagged.txt	job_NN1 in_II another_DD1 city_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19847_tagged.txt	Since_CS I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19897_tagged.txt	job_NN1 in_II another_DD1 city_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19907_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19928_tagged.txt	Although_CS I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19942_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19953_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19970_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
19981_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
20001_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
20024_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
20034_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
20115_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
20304_tagged.txt	PPIS1 wo_VM n't_XX acceptable_JJ I_PPIS1 '	m_VBM going_VVGK to_TO apply_VVI 	to_II 
20304_tagged.txt	On_II the_AT other_JJ hand_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO get_VVI 	married_JJ 
20499_tagged.txt	from_II African_JJ Savanna_NP1 now_RT I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	some_DD 
21040_tagged.txt	scenery_NN1 is_VBZ essential_JJ ._. Secondly_RR I_PPIS1 '	m_VBM going_VVGK to_TO buy_VVI 	some_DD 
21320_tagged.txt	feelings_NN2 with_IW the_AT family_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO discuss_VVI 	the_AT 
21375_tagged.txt	many_DA2 people_NN criticize_VV0 it_PPH1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO contrast_VVI 	as_II31 
22834_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22849_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22858_tagged.txt	job_NN1 in_II another_DD1 city_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22881_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22888_tagged.txt	job_NN1 in_II another_DD1 city_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22896_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22917_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22926_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22946_tagged.txt	Although_CS I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
22967_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	in_II 
23055_tagged.txt	Thursday_NPD1 after_CS finishing_JJ classes_NN2 I_PPIS1 '	m_VBM going_VVGK to_TO go_VVI 	to_II 
23066_tagged.txt	TO study_VVI english at_II ELI_NP1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	the_AT 
23255_tagged.txt	is_VBZ a_AT1 Japanese_JJ one_PN1 'I_JJ% '	m_VBM going_VVGK to_TO meet_VVI 	now_RT ._. 
23781_tagged.txt	VM n't_XX believe_VVI that_CST I_PPIS1 '	m_VBM going_VVGK to_TO miss_VVI 	celebrating_VVG 
24219_tagged.txt	examine_VVI specific_JJ requirements_NN2 ._. Therefore_RR I_PPIS1 '	m_VBM going_VVGK to_TO give_VVI 	some_DD 
26869_tagged.txt	bought_VVD many_DA2 things_NN2 that_CST I_PPIS1 '	m_VBM going_VVGK to_TO need_VVI 	for_IF 
26869_tagged.txt	I_PPIS1 bought_VVD a_AT1 dozen_NNO ._. I_PPIS1 '	m_VBM going_VVGK to_TO need_VVI 	a_AT1 
26869_tagged.txt	like_VVI greasy_JJ food_NN1 so_CS@ I_PPIS1 '	m_VBM going_VVGK to_TO use_VVI 	just_RR 
27428_tagged.txt	to_TO change_VVI my_APPGE room_NN1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	the_AT 
27441_tagged.txt	a_RR21 little_RR22 messy_JJ so_CS@ I_PPIS1 '	m_VBM going_VVGK to_TO clean_VVI 	up_RP 
27567_tagged.txt	object_NN1 i_MC1 might_NN1% facing_VVG I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	a_AT1 
28057_tagged.txt	After_II graduating_VVG from_II college_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO get_VVI 	a_AT1 
28787_tagged.txt	choose_VVI a_AT1 place_NN1 where_RRQ I_PPIS1 '	m_VBM going_VVGK to_TO pursue_VVI 	my_APPGE 
28804_tagged.txt	really_RR like_VV0 it_PPH1 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO miss_VVI 	it_PPH1 
28886_tagged.txt	person_NN1 to_II person_NN1 ._. However_RRQV I_PPIS1 '	m_VBM going_VVGK to_TO compare_VVI 	between_II 
29135_tagged.txt	If_CS I_PPIS1 '	m_VBM going_VVGK to_TO live_VVI 	alone_RR 
29454_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29462_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29470_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB i_MC1 '	m_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29523_tagged.txt	day_NNT1 ._. About_II the_AT floor_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	wood_NN1 
29525_tagged.txt	the_AT Mexican_JJ food_NN1 however_RRQV I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	the_AT 
29591_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	it_PPH1 
29618_tagged.txt	ll_VM throw_VVI it_PPH1 away_RL ._. I_PPIS1 '	m_VBM going_VVGK to_TO pick_VVI 	a_AT1 
29765_tagged.txt	Mexican_JJ food_NN1 yet_RR but_CCB I_PPIS1 '	m_VBM going_VVGK to_TO try_VVI 	it_PPH1 
30207_tagged.txt	is_VBZ very_RG long_RR here_RL I_PPIS1 '	m_VBM going_VVGK to_TO say_VVI 	some_DD 
30810_tagged.txt	VVI a_AT1 master_NN1 degree_NN1 ._. (_( 2_MC )_) I_PPIS1 '	m_VBM going_VVGK to_TO stay_VVI 	at_II 
30810_tagged.txt	by_II Carnegie_NP1 Mellon_NP1 University_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO pursue_VVI 	a_AT1 
30810_tagged.txt	II University_NN1 of_IO Pittsburgh_NP1 ._. (_( 4_MC )_) I_PPIS1 '	m_VBM going_VVGK to_TO apply_VVI 	other_JJ 
30810_tagged.txt	NP1 (_( 6_MC )_) After_CS this_DD1 term_NN1 I_PPIS1 '	m_VBM going_VVGK to_TO travel_VVI 	to_II 
31273_tagged.txt	party_NN1 every_AT1 year_NNT1 ._. So_RR I_PPIS1 '	m_VBM going_VVGK to_TO attend_VVI 	the_AT 
31317_tagged.txt	VBI frozen_VVN in_II Pittsburgh_NP1 ._. 4_MC ._. I_PPIS1 '	m_VBM going_VVGK to_TO store_VVI 	some_DD 
31840_tagged.txt	Hi_UH today_RT I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
31912_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO describe_VVI 	a_AT1 
31915_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO describe_VVI 	the_AT 
33354_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	about_II 
33354_tagged.txt	is_VBZ God_NP1 decesion_NN1 ._. Now_RT I_PPIS1 '	m_VBM going_VVGK to_TO talk_VVI 	how_RRQ 
33401_tagged.txt	outside_JJ vacation_NN1 plan_NN1 what_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO say_VVI 	is_VBZ 
33908_tagged.txt	outside_JJ vacation_NN1 plan_NN1 what_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO say_VVI 	is_VBZ 
34393_tagged.txt	around_II me_PPIO1 ._. In_RR21 addition_RR22 I_PPIS1 '	m_VBM going_VVGK to_TO drink_VVI 	a_AT1 
34807_tagged.txt	are_VBR prohibited_VVN and_CC what_DDQ I_PPIS1 '	m_VBM going_VVGK to_TO find_VVI 	on_II 
35101_tagged.txt	turn_VVI it_PPH1 around_RP Moreover_RR I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	the_AT 
35471_tagged.txt	my_APPGE goal_NN1 ._. After_CS that_CST I_PPIS1 '	m_VBM going_VVGK to_TO apply_VVI 	for_IF 
35921_tagged.txt	I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	in_II 
35921_tagged.txt	five_MC different_JJ things_NN2 ._. First_MD I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	the_AT 
35921_tagged.txt	family_NN1 and_CC me_PPIO1 ._. Finally_RR I_PPIS1 '	m_VBM going_VVGK to_TO put_VVI 	the_AT 
36078_tagged.txt	for_IF citizens_NN2 here_RL so_CS@ I_PPIS1 '	m_VBM going_VVGK to_TO join_VVI 	them_PPHO2 ._. 
36078_tagged.txt	VVN od_NN1 3_MC steps_NN2 and_CC I_PPIS1 '	m_VBM going_VVGK to_TO take_VVI 	the_AT 
36414_tagged.txt	s_GE degree_NN1 in_II USA_NP1 ._. I_PPIS1 '	m_VBM going_VVGK to_TO study_VVI 	for_IF 3
86_tagged.txt	to_TO throw_VVI it_PPH1 ._. While_CS he_PPHS1 	is_VBZ going_VVGK to_TO throw_VVI 	that_CST 
132_tagged.txt	and_CC big_JJ and_CC no_PN121 one_PN122 	is_VBZ going_VVGK to_TO see_VVI 	you_PPY 
780_tagged.txt	needs_VVZ because_CS your_APPGE whole_JJ life_NN1 	is_VBZ going_VVGK to_TO depend_VVI 	on_II 
837_tagged.txt	relatives_NN2 visits_NN2 ._. In_RR21 addition_RR22 she_PPHS1 	is_VBZ going_VVGK to_TO quit_VVI 	her_APPGE 
949_tagged.txt	like_II his_APPGE eyes_NN2 and_CC it_PPH1 	is_VBZ going_VVGK to_TO make_VVI 	him_PPHO1 
954_tagged.txt	they_PPHS2 can_VM ._. After_CS that_CST he_PPHS1 	is_VBZ going_VVGK to_TO wait_VVI 	for_IF 
1072_tagged.txt	everything_PN1 else_RR unless_CS if_CS it_PPH1 	is_VBZ going_VVGK to_TO help_VVI 	you_PPY 
1076_tagged.txt	to_TO stop_VVI this_DD1 thing_NN1 it_PPH1 	is_VBZ going_VVGK to_TO cost_VVI 	you_PPY 
1076_tagged.txt	bad_JJ healthy_JJ I_PPIS1 think_VV0 he_PPHS1 	is_VBZ going_VVGK to_TO think_VVI 	in_II 
1076_tagged.txt	have_VH0 a_AT1 bad_JJ healthy_JJ it_PPH1 	is_VBZ going_VVGK to_TO effect_VVI 	on_II 
1094_tagged.txt	teach_VVI English_NN1 for_IF 1year_FO ._. She_PPHS1 	is_VBZ going_VVGK to_TO graduate_VVI 	from_II 
1117_tagged.txt	A_AT1 Wow_UH !_! The_AT contest_NN1 	is_VBZ going_VVGK to_TO start_VVI 	after_II 
1155_tagged.txt	needs_VVZ because_CS your_APPGE whole_JJ life_NN1 	is_VBZ going_VVGK to_TO depend_VVI 	on_II 
1212_tagged.txt	person_NN1 ._. she_PPHS1 told_VVD that_CST she_PPHS1 	is_VBZ going_VVGK to_TO leave_VVI 	me. i_
1847_tagged.txt	school_NN1 ._. In_II the_AT movie_NN1 Sebastian_NP1 	is_VBZ going_VVGK to_TO skip_VVI 	new_JJ 
1904_tagged.txt	the_AT one_PN1 who_PNQS is_VBZ smoking_VVG 	is_VBZ going_VVGK to_TO kill_VVI 	himself_PPX1 
1969_tagged.txt	to_TO visit_VVI England_NP1 ._. This_DD1 dream_NN1 	is_VBZ going_VVGK to_TO come_VVI 	true_JJ ._. 
1969_tagged.txt	to_II my_APPGE country_NN1 ._. My_APPGE mother_NN1 	is_VBZ going_VVGK to_TO visit_VVI 	my_APPGE 
2295_tagged.txt	to_TO throw_VVI it_PPH1 ._. While_CS he_PPHS1 	is_VBZ going_VVGK to_TO throw_VVI 	that_CST 
2424_tagged.txt	NN2 ._. In_II June_NPM1 2007_MC the_AT company_NN1 	is_VBZ going_VVGK to_TO launch_VVI 	iPhone_VV0 
2466_tagged.txt	them_PPHO2 Zaki_NP1 's_GE ._. While_CS he_PPHS1 	is_VBZ going_VVGK to_TO throw_VVI 	that_DD1 
2509_tagged.txt	looks_VVZ like_II ._. The_AT space_NN1 vehicle_NN1 	is_VBZ going_VVGK to_TO fly_VVI 	tomorrow_RT 
2604_tagged.txt	specific_JJ in_II what_DDQ the_AT writer_NN1 	is_VBZ going_VVGK to_TO explain_VVI 	about_RP@ ._. 
2605_tagged.txt	general_JJ statement_NN1 and_CC the_AT writer_NN1 	is_VBZ going_VVGK to_TO describe_VVI 	about_II 
2606_tagged.txt	what_DDQ they_PPHS2 are_VBR ._. The_AT writer_NN1 	is_VBZ going_VVGK to_TO explain_VVI 	about_II 
2608_tagged.txt	of_IO friends_NN2 which_DDQ the_AT writer_NN1 	is_VBZ going_VVGK to_TO explain_VVI 	about_RP@ ._. 
2609_tagged.txt	several_DA2 reasons_NN2 so_RR the_AT writer_NN1 	is_VBZ going_VVGK to_TO describe_VVI 	each_DD1 
2614_tagged.txt	Jiam_NP1 fang_NN1 	is_VBZ going_VVGK to_TO continue_VVI 	English_JJ 
2615_tagged.txt	suyoung_VVN 	is_VBZ going_VVGK to_TO continue_VVI 	studying_VVG 
2617_tagged.txt	Scott_NP1 	is_VBZ going_VVGK to_TO continue_VVI 	studying_VVG 
2617_tagged.txt	goes_VVZ to_II another_DD1 country_NN1 ._. He_PPHS1 	is_VBZ going_VVGK to_TO get_VVI 	job_NN1 
2618_tagged.txt	ANON_JJ NAME_NN1 0_MC 	is_VBZ going_VVGK to_TO continue_VVI 	studying_VVG 
2618_tagged.txt	he_PPHS1 finish_VV0 his_APPGE major_JJ ._. Scott_NP1 	is_VBZ going_VVGK to_TO contiue_VVI 	studying_VVG 
2642_tagged.txt	1_MC1 ._. He_PPHS1 	is_VBZ going_VVGK to_TO continue_VVI 	studying_VVG 
2654_tagged.txt	job_NN1 ._. When_CS he_PPHS1 graduate_VV0 he_PPHS1 	is_VBZ going_VVGK to_TO go_VVI 	his_APPGE 
2656_tagged.txt	Menson_NN1 	is_VBZ going_VVGK to_TO continue_VVI 	studying_VVG 
2656_tagged.txt	do_VDI his_APPGE home_NN1 work_NN1 ._. Menson_NN1 	is_VBZ going_VVGK to_TO go_VVI 	home_RL 
2656_tagged.txt	soon_CS32 as_CS33 he_PPHS1 graduates_NN2 he_PPHS1 	is_VBZ going_VVGK to_TO travel_VVI 	to_II 
2657_tagged.txt	ANON_JJ NAME_NN1 0_MC 	is_VBZ going_VVGK to_TO continue_VVI 	study_NN1 
2657_tagged.txt	country_NN1 until_CS he_PPHS1 graduate_VV0 ._. He_PPHS1 	is_VBZ going_VVGK to_TO continue_VVI 	the_AT 
2662_tagged.txt	goes_VVZ to_II the_AT trip_NN1 he_PPHS1 	is_VBZ going_VVGK to_TO make_VVI 	a_AT1 
2685_tagged.txt	thesis_NN1 sentence_NN1 because_CS this_DD1 sentence_NN1 	is_VBZ going_VVGK to_TO talk_VVI 	about_II 
2773_tagged.txt	NN1 left_VVD me_PPIO1 out_RP ._. 5_MC ._. He_PPHS1 	is_VBZ going_VVGK to_TO make_VVI 	up_RP 
2773_tagged.txt	VVD out_RP a_AT1 book_NN1 ._. 9_MC ._. He_PPHS1 	is_VBZ going_VVGK to_TO turn_VVI 	in_II 
3020_tagged.txt	which_DDQ major_VV0% he_PPHS1 or_CC she_PPHS1 	is_VBZ going_VVGK to_TO study_VVI 	after_II 
3046_tagged.txt	JJ NAME_NN1 1_MC1 has_VHZ one_PN1 ._. He_PPHS1 	is_VBZ going_VVGK to_TO drive_VVI ._. 	ANON_JJ 
3050_tagged.txt	t_XX worry_VVI about_II it_PPH1 !_! He_PPHS1 	is_VBZ going_VVGK to_TO drive_VVI 	your_APPGE 
3100_tagged.txt	said_VVD the_AT population_NN1 of_IO China_NP1 	is_VBZ going_VVGK to_TO surpass_VVI 	more_DAR 
3319_tagged.txt	that_CST the_AT population_NN1 of_IO China_NP1 	is_VBZ going_VVGK to_TO surpass_VVI 	more_DAR 
3421_tagged.txt	which_DDQ major_VV0% he_PPHS1 or_CC she_PPHS1 	is_VBZ going_VVGK to_TO study_VVI 	after_II 
3631_tagged.txt	which_DDQ major_VV0% he_PPHS1 or_CC she_PPHS1 	is_VBZ going_VVGK to_TO study_VVI 	after_II 
5137_tagged.txt	conclusion_NN1 the_AT women_NN2 's_GE role_NN1 	is_VBZ going_VVGK to_TO increase_VVI 	in_II 
5558_tagged.txt	your_APPGE day_NNT1 because_CS the_AT schedule_NN1 	is_VBZ going_VVGK to_TO help_VVI 	you_PPY 
5663_tagged.txt	will_VM finish_VVI school_NN1 ?_? my_APPGE roommates_NN2 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5664_tagged.txt	i_MC1 finish_NN1 school_NN1 ?_? my_APPGE roommates_NN2 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5665_tagged.txt	will_VM finish_VVI school_NN1 ?_? my_APPGE roommates_NN2 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5666_tagged.txt	I_PPIS1 finish_VV0 school_NN1 ?_? my_APPGE roommates_NN2 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5669_tagged.txt	will_VM finish_VVI school_NN1 ?_? My_APPGE roommate_NN1 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5670_tagged.txt	I_PPIS1 finish_VV0 school_NN1 ?_? My_APPGE roommate_NN1 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5672_tagged.txt	will_VM finish_VVI school_NN1 ?_? My_APPGE roommate_NN1 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
5676_tagged.txt	will_VM finish_VVI school_NN1 ?_? My_APPGE roommate_NN1 	is_VBZ going_VVGK to_TO take_VVI 	a_AT1 
